,Date,Event Type,Actor 1,Actor 1 Ally,Actor 1 Type,Actor 2,Actor 2 Ally,Actor 2 Type,Interaction Type,Country,Location,Latitude,Longitude,Source,Notes,Fatalities
9166,2017-05-16,Riots/Protests,Rioters (South Africa),,Rioters,Police Forces of South Africa (1994-),,Government or mutinous force,Military versus rioters,South Africa,Tugela Ferry,-28.741590000000002,30.461859999999998,Witness Reporter,"Tugela Ferry residents protesting over water shortages left a trail of destruction after embarking on a violent demonstration marked by the blockage of roads, stoning of vehicles and the looting of shops. Shots were fired at police officers who had been attempting to stop the crowd.",0
9167,2017-05-17,Riots/Protests,Protesters (South Africa),,Protesters,,,NA,Sole protester action,South Africa,Kagiso,-26.14201,27.7979,News24,"The service delivery protest continued in Kagiso, causing major traffic delays on the R41 next to Leratong; Impala Road, Randfontein Road, Quellerie Street, and other roads as police monitored the streets.",0
9168,2017-05-17,Riots/Protests,Protesters (South Africa),,Protesters,,,NA,Sole protester action,South Africa,Polokwane,-23.90448,29.46885,News24,"Parents marched to the provincial education departments offices in Pholokwane to demand more classrooms at the Mahwetse High School in Masemola village, south of Polokwane",0
9169,2017-05-17,Riots/Protests,Rioters (South Africa),,Rioters,,,NA,Sole rioter action,South Africa,Princess,-26.133329999999997,27.85,Roodepoort Record,Residents of the informal settlement in Princess burnt two trucks and torched a business establishment in protest over housing.,0
9170,2017-05-17,Riots/Protests,Protesters (South Africa),,Protesters,Police Forces of South Africa (1994-),,Government or mutinous force,Military versus protesters,South Africa,Sandton,-26.1,28.066670000000002,News24,About 30 people were arrested after they blocked Grayston Drive in Sandton during a protest. Police reportedly fired rubber bullets and stun grenades at employees of telecommunications equipment company Huawei,0
9171,2017-05-18,Riots/Protests,Protesters (South Africa),RTC: Reclaim The City,Protesters,,,NA,Sole protester action,South Africa,Cape Town,-33.92528,18.42389,GroundUp,Supporters of the residents of Bromwell Street and Reclaim the City Activists protested outside the Western Cape High Court.,0
9172,2017-05-18,Riots/Protests,Rioters (South Africa),,Rioters,Police Forces of South Africa (1994-),,Government or mutinous force,Military versus rioters,South Africa,Thohoyandou,-22.95,30.4833,African News Agency,"In the Mutale policing area outside Thohoyandou, angry communities in Tshibvumo, Tshamulingwi, members of the community allegedly attempted to burn her house, but due to the swift reaction by the police public order unit they were unsuccessful.",0
9173,2017-05-19,Riots/Protests,Rioters (South Africa),,Rioters,Police Forces of South Africa (1994-),,Government or mutinous force,Military versus rioters,South Africa,Diepkloof,-26.243579999999998,27.9505,Eyewitness News,Police dispersed a group of protesters in Diepkloof Soweto who were blocking the entrance to the Chris Hani Baragwanath Hospital over housing. Protesting residents have blocked the Patrick and Chris Hani Roads with rocks and burning tyres. They later regrouped on Immink road.,0
9174,2017-05-19,Violence against civilians,Vigilante Militia (South Africa),,Ethnic militia,Civilians (South Africa),,Civilians,Communal militia versus civilians,South Africa,Mankweng,-23.88384,29.70557,News24,A group of community members who stoned a 24-year old man to death in Mankweng outside Polokwane.,1
9175,2017-05-19,Riots/Protests,Rioters (South Africa),"NEHAWU: National Education, Health and Allied Workers Union",Rioters,Police Forces of South Africa (1994-),,Government or mutinous force,Military versus rioters,South Africa,Pretoria,-25.74486,28.187829999999998,News24,Three protesters have been arrested following a brief clash with police earlier at the University of Pretoria (UP) where teargas was deployed and Nehawu members retaliated by throwing stones and bricks.,0
9176,2017-05-19,Riots/Protests,Protesters (South Africa),,Protesters,,,NA,Sole protester action,South Africa,Soweto,-26.26667,27.866670000000003,Cape Argus (South Africa),"Hundreds of mourners gathered inside and outside a small hall in Soweto , while a few men took turns to stand around Mokoena's white casket carrying placards with messages of no violence against women.",0
9177,2017-05-19,Violence against civilians,Protesters (South Africa),,Protesters,Police Forces of South Africa (1994-),,Government or mutinous force,Military versus protesters,South Africa,Standerton,-26.95,29.25,News24,"A boy was shot and killed during a protest in Standerton, Mpumalanga. Police reportedly fired rubber bullets and live rounds at protesters.",1
9178,2017-05-19,Riots/Protests,Rioters (South Africa),,Rioters,,,NA,Sole rioter action,South Africa,Thohoyandou,-22.95,30.4833,African News Agency,"In the Mutale policing area outside Thohoyandou, angry communities torched a house and a supermarket.",0
9179,2017-05-19,Riots/Protests,Rioters (South Africa),,Rioters,,,NA,Sole rioter action,South Africa,Vaalwater,-24.2957,28.11415,African News Agency,The community of Vaalwater Two village went on the rampage and burnt two thatched houses and a six-roomed house belonging to an old man. ,0
9180,2017-05-20,Riots/Protests,Protesters (South Africa),,Protesters,,,NA,Sole protester action,South Africa,East London,-33.01529,27.911620000000003,Daily Dispatch (South Africa),A group of East London women gathered outside the Fleet police station to protest against gender-based violence. ,0
9181,2017-05-20,Violence against civilians,Vigilante Militia (South Africa),,Ethnic militia,Civilians (South Africa),,Civilians,Communal militia versus civilians,South Africa,Hlogotlou,-25.03718,29.7563,News24,"At Hlogotlou members of the community hunted down and killed a man who allegedly abused his girlfriend, after he allegedly doused her in petrol and set her alight.",1
9182,2017-05-20,Riots/Protests,Protesters (South Africa),Students (South Africa),Protesters,,,NA,Sole protester action,South Africa,Pretoria,-25.74486,28.187829999999998,News24,"Hundreds of people gathered at a protest in Pretoria over the rising tide of violence against women. At the same time, a small group of student protesters tried to disrupt the University of Pretoria (UP) open day. ",0
9183,2017-05-22,Riots/Protests,Rioters (South Africa),,Rioters,,,NA,Sole rioter action,South Africa,Khayelitsha,-34.039320000000004,18.67916,Eyewitness News,"A second bus was set alight in dyuring protest in Makhaya, Khayelithsa.",0
9184,2017-05-22,Riots/Protests,Rioters (South Africa),,Rioters,Police Forces of South Africa (1994-),,Government or mutinous force,Military versus rioters,South Africa,Sydenham,-29.82994,30.99157,News24,Informal settlement residents took to the streets of Sydenham in an attempt to oust a man  who also lives in the area and is accused of shooting several people. They blockaded the road with burning tyres and trees. They also stoned the police vehicles.,0
9185,2017-05-22,Riots/Protests,Rioters (South Africa),,Rioters,,,NA,Sole rioter action,South Africa,Verulam,-29.65053,31.05053,News24,A foster care home has been vandalised and its guard room and factory burnt during a protest in Cottonlands in Verulam,0
9186,2017-05-23,Violence against civilians,Vigilante Militia (South Africa),,Ethnic militia,Civilians (South Africa),,Civilians,Communal militia versus civilians,South Africa,Centurion,-25.85891,28.18577,The New Age (South Africa),A  man was left seriously injured after he was assaulted members of the community and thrown into a dumping site along Olivehout Road in Olievenhoutbosch (Centurion).,0
9187,2017-05-23,Riots/Protests,Rioters (South Africa),,Rioters,,,NA,Sole rioter action,South Africa,Clare Estate,-29.8176,30.969920000000002,Daily News (South Africa),"Protesters closed off Clare Road by barricading it with tyres, rocks and debris which they then set alight in Clare Estate. A nearby soup kitchen was vandalised and had to close.",0
9188,2017-05-23,Violence against civilians,Unidentified Armed Group (South Africa),,Political militia,Civilians (South Africa),ANC: African National Congress,Civilians,Political militia versus civilians,South Africa,Gugwini,-30.501520000000003,29.94045,News24,"African National Congress councillor Mduduzi Shibase was gunned down by unknown assailants at his homestead at his homestead in Gugwini, Ward 14.",1
9189,2017-05-23,Riots/Protests,Rioters (South Africa),,Rioters,,,NA,Sole rioter action,South Africa,Khayelitsha,-34.039320000000004,18.67916,Eyewitness News; Cape Times (South Africa),"A bus was set alight in Makhaya, Khayelithsa as protesters burnt tyres they used as barricades alongside overturned rubbish bins, blocking off several roads.",0
9190,2017-05-23,Riots/Protests,Protesters (South Africa),Students (South Africa),Protesters,,,NA,Sole protester action,South Africa,Parow,-33.90615,18.58341,Eyewitness News,Northlink College says a planned march by some of the students concluded in a peaceful manner.,0
9191,2017-05-24,Riots/Protests,Protesters (South Africa),SASCO: South Africa Students Congress,Protesters,,,NA,Sole protester action,South Africa,Braamfontein,-26.19816,28.02194,GroundUp,Students from a number of universities in Gauteng protested against gender-based violence and a culture that tolerates rape by stopping traffic on Nelson Mandela Bridge in Johannesburg.,0
9192,2017-05-24,Riots/Protests,Rioters (South Africa),,Rioters,Police Forces of South Africa (1994-),,Government or mutinous force,Military versus rioters,South Africa,Diepkloof,-26.243579999999998,27.9505,News24,"Gauteng police used teargas and stun grenades to disperse protesters who were blocking several roads in Diepkloof, Soweto.",0
9193,2017-05-24,Riots/Protests,Protesters (South Africa),TAC: Treatment Action Campaign,Protesters,,,NA,Sole protester action,South Africa,Gugulethu,-33.98333,18.566670000000002,GroundUp,Protesters gathered outside the Gugulethu Community Health Centre at KTC Day Hospital in response to the murder of a health worker. The event was organised by the Treatment Action Campaign (TAC).,0
9194,2017-05-24,Riots/Protests,Protesters (South Africa),DA: Democratic Alliance,Protesters,,,NA,Sole protester action,South Africa,Johannesburg,-26.202270000000002,28.043640000000003,IOL News,DA members and Seed Community representatives were singing and protesting in support of Karabo Mokoena in Johannesburg.,0
9195,2017-05-24,Riots/Protests,Rioters (South Africa),,Rioters,,,NA,Sole rioter action,South Africa,Kenville,-29.781029999999998,31.01316,Daily News (South Africa),"Commuters torched carriages on a train they were travelling in after it came to a halt because of mechanical problems in Kenville, Durban. They again threw stones and debris at passing vehicles.",0
9196,2017-05-24,Violence against civilians,Rioters (South Africa),,Rioters,Civilians (South Africa),,Civilians,Rioters versus civilians,South Africa,Lichtenburg,-26.151999999999997,26.159679999999998,News24,A group of people allegedly stormed the building and set a section of it alight. The mayor of Ditsobotla Local Municipality in Lichtenburg was held hostage by the community.,0
9197,2017-05-24,Riots/Protests,Protesters (South Africa),Students (South Africa),Protesters,,,NA,Sole protester action,South Africa,Pietermaritzburg,-29.616670000000003,30.383329999999997,The Citizen,Workers blockaded Long Market Street in Pietermaritzburg before marching on City Hall.,0
9198,2017-05-24,Riots/Protests,Protesters (South Africa),#OutsourcingMustFall,Protesters,,,NA,Sole protester action,South Africa,Pretoria,-25.74486,28.187829999999998,News24,Classes at the main campus of the Tshwane University of Technology (TUT) were cancelled after classes were suspended following protest action by staff who are part of the #OutsourcingMustFall movement. ,0
9199,2017-05-24,Violence against civilians,Rioters (South Africa),,Rioters,Civilians (South Africa),,Civilians,Rioters versus civilians,South Africa,Roodepoort,-26.1625,27.8725,News24,"Protesters from the Princess informal settlement in Roodepoort, Johannesburg petrol bombed a metro bus, injuring four people",0
9200,2017-05-25,Riots/Protests,Rioters (South Africa),,Rioters,,,NA,Sole rioter action,South Africa,Bekkersdal,-26.28336,27.69926,The Star,Streets in Bekkersdal were barricaded with rocks and burning tyres as residents stopped to search vehicles in what they claimed were attempts to ensure that no children were being kept hidden in them.,0
9201,2017-05-25,Riots/Protests,Rioters (South Africa),,Rioters,Police Forces of South Africa (1994-),,Government or mutinous force,Military versus rioters,South Africa,Belhar,-33.95,18.633329999999997,IOL News; Cape Times (South Africa),A road in Belhar was closed in both directions between De La Rey and Borchards Quarry Road due to protest action in Cape Town. Protesters blocked the road wth burning tyres  and were only dispersed after police fired at them with rubber bullets.,0
9202,2017-05-25,Riots/Protests,Protesters (South Africa),,Protesters,,,NA,Sole protester action,South Africa,Cape Town,-33.92528,18.42389,GroundUp,"About a hundred members of civil society organisations and social grant recipients gathered outside the gates of Parliament to demand an end to illegal deductions, outsourcing and an increase to the amount of grant money paid out. Protesters sang struggle songs.",0
9203,2017-05-25,Riots/Protests,Protesters (South Africa),Students (South Africa),Protesters,,,NA,Sole protester action,South Africa,East London,-33.01529,27.911620000000003,Daily Dispatch (South Africa),Classes at Walter Sisulu University (WSU) in East London came to a halt after students embarked on a protest about the institution's city residences.,0
9204,2017-05-25,Riots/Protests,Rioters (South Africa),,Rioters,,,NA,Sole rioter action,South Africa,Elsies River,-33.91055,18.56813,News24,Protesters blocked roads in gang hotspot Elsies River ahead of an expected visit from Police Minister Fikile Mbalula.,0
9205,2017-05-25,Riots/Protests,Protesters (South Africa),,Protesters,,,NA,Sole protester action,South Africa,Lavender Hill,-34.06667,18.48333,Cape Argus,"In protests, parents locked the gates and prevented staff and pupils at a school in Lavender Hill.",0
9206,2017-05-25,Riots/Protests,Protesters (South Africa),Students (South Africa),Protesters,,,NA,Sole protester action,South Africa,Port Elizabeth,-33.91799,25.57007,The Herald (South Africa),"At least 500 students, mostly women, marched at Nelson Mandela Metropolitan University in Port Elizabeth  to raise awareness about gender violence.",0
9207,2017-05-25,Riots/Protests,Protesters (South Africa),#OutsourcingMustFall,Protesters,,,NA,Sole protester action,South Africa,Pretoria,-25.74486,28.187829999999998,News24,"Classes at the main campus of the Tshwane University of Technology (TUT) were suspended for a second day as protest action by security guards, who are part of the #Outsourcingmustfall movement, continued.",0
9208,2017-05-26,Riots/Protests,Protesters (South Africa),,Protesters,,,NA,Sole protester action,South Africa,Bloemfontein,-29.133329999999997,26.2,The New Age (South Africa),Men took to the streets of Bloemfontein to march in protest of atrocities.,0
9209,2017-05-26,Riots/Protests,Protesters (South Africa),Students (South Africa),Protesters,,,NA,Sole protester action,South Africa,Durban,-29.8579,31.0292,News24,Hundreds of Durban University of Technology (DUT) students marched against violence and abuse on women.,0
9210,2017-05-26,Riots/Protests,Protesters (South Africa),"DA: Democratic Alliance; Protesters (Zambia)
",Protesters,,,NA,Sole protester action,South Africa,Pretoria,-25.74486,28.187829999999998,News24,A group of DA supporters and a group of Zambian nationals supporting Lungu held a small protest outside the embassy of Zambia in Pretoria.,0
9211,2017-05-26,Riots/Protests,Rioters (South Africa),"NEHAWU: National Education, Health and Allied Workers Union",Rioters,,,NA,Sole rioter action,South Africa,Pretoria,-25.74486,28.187829999999998,News24,Nehawu members had been involved in a violent incident and malicious damage to property at the University of Pretoria's Onderstepoort campus in Pretoria.,0
9212,2017-05-26,Riots/Protests,Protesters (South Africa),,Protesters,,,NA,Sole protester action,South Africa,Soweto,-26.26667,27.866670000000003,News24,Concerned citizens gathered outside the University of Johannesburg Soweto campus to stand up against gender-based violence in South Africa.,0
9213,2017-05-26,Riots/Protests,Protesters (South Africa),,Protesters,Police Forces of South Africa (1994-),,Government or mutinous force,Military versus protesters,South Africa,uMhlanga Rocks,-29.71667,31.08333,Daily News (South Africa),Police and Durban Metro Police were forced to use stun grenades to disperse protesting tow truck operators who blockaded the N2 Freeway to Umhlanga.,0
9214,2017-05-27,Riots/Protests,Protesters (South Africa),,Protesters,,,NA,Sole protester action,South Africa,Cape Town,-33.92528,18.42389,News24,About 50 people took to the streets of Cape Town in a march calling for an end to women and child abuse.,0
9215,2017-05-28,Riots/Protests,Protesters (South Africa),,Protesters,,,NA,Sole protester action,South Africa,Diepkloof,-26.243579999999998,27.9505,The Star (South Africa),"protesters took to the streets, blocking Chris Hani Road and others, while calling on human settlements MEC Paul Mashatile to address them.",0
9216,2017-05-28,Violence against civilians,Unidentified Armed Group (South Africa),,Political militia,Civilians (South Africa),,Civilians,Political militia versus civilians,South Africa,Khayelitsha,-34.039320000000004,18.67916,GroundUp (Cape Town),A fatal shooting of one of the Khayelitsha backyarders leaders took place in Khayelitsha.,1
9217,2017-05-29,Riots/Protests,Rioters (South Africa),,Rioters,Police Forces of South Africa (1994-),,Government or mutinous force,Military versus rioters,South Africa,Breidbach,-32.88975,27.44502,Daily Dispatch (South Africa),"A violent protest erupted Breidbach after angry residents clashed with police and Buffalo City Metro law enforcement officers during a protest. Protesters burnt tyres, blocked the road and threw stones at police and police firing rubber bullets, stun grenades and teargas. Vehicles were pelted with stones. ",0
9218,2017-05-29,Riots/Protests,Protesters (South Africa),,Protesters,,,NA,Sole protester action,South Africa,Cape Town,-33.92528,18.42389,News24,Parliament's staff used their lunch break to protest a potential 0% increases or retrenchments on the parliamentary precinct.,0
9219,2017-05-29,Riots/Protests,Police Forces of South Africa (1994-),,Government or mutinous force,Rioters (South Africa),ABMSM: Abahlali Basemjondolo Shack Dwellers Movement,Rioters,Military versus rioters,South Africa,Clare Estate,-29.8176,30.969920000000002,The Mercury (South Africa),Abahlali baseMjondolo said the Foreman Road Abahlali branch had organised a road blockade protest after their demands were not dealt with. Police started shooting tear gas at the protesters and a baby was killed.,1
9220,2017-05-29,Riots/Protests,Rioters (South Africa),Students (South Africa),Rioters,Police Forces of South Africa (1994-),,Government or mutinous force,Military versus rioters,South Africa,Durban,-29.8579,31.0292,Daily News (South Africa),"University of KwaZulu-Natal students pelted police with rocks, stoned passing cars and threw objects off a high rise building after the bus that apparently picks them up for class did not arrive",0
9221,2017-05-29,Riots/Protests,Rioters (South Africa),Students (South Africa),Rioters,,,NA,Sole rioter action,South Africa,East London,-33.01529,27.911620000000003,Daily Dispatch (South Africa,"Violent student protest took place in the East London CBD as Walter Sisulu University (WSU) students reportedly stoned cars, barricaded roads and ignited fires.",0
9222,2017-05-29,Riots/Protests,Protesters (South Africa),,Protesters,,,NA,Sole protester action,South Africa,Klerksdorp,-26.866670000000003,26.66667,African News Agency,Angry residents protested outside a courthouse after a murder accused was put on trial at the Klerksdorp Magistrate's Court.,0
9223,2017-05-29,Riots/Protests,Rioters (South Africa),,Rioters,Police Forces of South Africa (1994-),,Government or mutinous force,Military versus rioters,South Africa,Kwamashu,-29.75105,30.962040000000002,News24; Daily News (South Africa),"Foreign-owned shops were looted in a violent protest that erupted in KwaMashu, Durban. Police came under fire when they responded to the chaos. Protesters stoned journalists' cars as they entered the township.",0
9224,2017-05-29,Riots/Protests,Protesters (South Africa),,Protesters,,,NA,Sole protester action,South Africa,Kwamashu,-29.75105,30.962040000000002,News24,Thousands of school pupils took to the streets of KwaMashu protesting against the abduction of children and women abuse.,0
9225,2017-05-29,Riots/Protests,Protesters (South Africa),,Protesters,,,NA,Sole protester action,South Africa,Lavender Hill,-34.06667,18.48333,Cape Times (South Africa),Primary schools were closed by the Western Cape Education Department (WCED) in Lavender Hill followed the first day of protests by teachers in the area to force authorities to come up with a plan to protect pupils.,0
9226,2017-05-29,Riots/Protests,Rioters (South Africa),,Rioters,,,NA,Sole rioter action,South Africa,Macassar,-34.06405,18.76334,News24,"The N2 highway near the R102 in Macassar, Cape Town was closed due to protest action. Protesters barricaded the road with burning tyres.",0
9227,2017-05-29,Riots/Protests,Protesters (South Africa),,Protesters,,,NA,Sole protester action,South Africa,Stellenbosch,-33.93462,18.86676,Eyewitness News,Friends and family of a murdered student held a silent protest outside a court in Stellenbosch.,0
9228,2017-05-29,Riots/Protests,Rioters (South Africa),,Rioters,,,NA,Sole rioter action,South Africa,Suurbraak,-34.00442,20.654320000000002,Cape Times (South Africa),"Residents and land activists blocked the entrance into the the small hamlet of Suurbraak, burning tyres and other objects along its Main Road.",0
9229,2017-05-29,Riots/Protests,Protesters (South Africa),,Protesters,,,NA,Sole protester action,South Africa,Sydenham,-29.82994,30.99157,News24,Durban protesters marched on Sydenham Police Station after claiming a two-week-old baby had died as a result of tear gas inhalation during service delivery protests.,0
9230,2017-05-30,Riots/Protests,Protesters (South Africa),DA: Democratic Alliance,Protesters,,,NA,Sole protester action,South Africa,Arcadia,-25.7464,28.22137,The Star (South Africa),"Scores of DA supporters picketed outside the SAPS Maupa Naga premises in Arcadia, Pretoria demanding tougher intervention on the rape of women and children.",0
9231,2017-05-30,Riots/Protests,Protesters (South Africa),Students (South Africa),Protesters,,,NA,Sole protester action,South Africa,Butterworth,-32.33333,28.15,Daily Dispatch (South Africa,"600 King Hintsa Willowvale campus (Butterworth) students marched to hand over a memorandum, while Teko campus students near Centane also met with management without reaching a solution.",0
9232,2017-05-30,Riots/Protests,Protesters (South Africa),SJC: Social Justice Coalition,Protesters,,,NA,Sole protester action,South Africa,Cape Town,-33.92528,18.42389,Cape Times (South Africa),SJC staged a protest inside the council chambers at the City of Cape Town showing their rejection of the municipal budget.,0
9233,2017-05-30,Riots/Protests,Protesters (South Africa),,Protesters,,,NA,Sole protester action,South Africa,Chesterville,-29.851440000000004,30.944409999999998,The Mercury (South Africa),"There were small crowds protesting in the Chesterville, near Westville.",0
9234,2017-05-30,Riots/Protests,Rioters (South Africa),,Rioters,Police Forces of South Africa (1994-),,Government or mutinous force,Military versus rioters,South Africa,Kwamashu,-29.75105,30.962040000000002,Daily News (South Africa),"Looting continued unabated in parts of KwaMashu, north of Durban where mobs fought running battles with thinly stretched police after a break-out of violence linked to xenophobia.",0
9235,2017-05-30,Riots/Protests,Protesters (South Africa),Students (South Africa),Protesters,,,NA,Sole protester action,South Africa,Kwamashu,-29.75105,30.962040000000002,The Mercury (South Africa),Schoolchildren took to the streets of KwaMashu following violent riots and the looting of foreign national-owned shops in the north Durban township. The nature of the schoolchildren's protests is unknown.,0
9236,2017-05-30,Riots/Protests,Protesters (South Africa),,Protesters,,,NA,Sole protester action,South Africa,Lavender Hill,-34.06667,18.48333,Cape Times (South Africa),Primary schools were closed by the Western Cape Education Department (WCED) in Lavender Hill followed a second day of protests by teachers in the area to force authorities to come up with a plan to protect pupils.,0
9237,2017-05-30,Riots/Protests,Protesters (South Africa),Students (South Africa),Protesters,,,NA,Sole protester action,South Africa,Port St Johns,-31.622909999999997,29.54477,Daily Dispatch (South Africa,Hundreds of pupils from Roman Catholic Junior protested outside the Port St John's Magistrate's Court.,0
9238,2017-05-30,Riots/Protests,Protesters (South Africa),Umkhonto we Sizwe,Protesters,,,NA,Sole protester action,South Africa,Pretoria,-25.74486,28.187829999999998,News24,A demonstration was held outside his the SACP deputy's home by ANCs liberation army Umkhonto We Sizwe.,0
9239,2017-05-31,Riots/Protests,Rioters (South Africa),,Rioters,,,NA,Sole rioter action,South Africa,Breidbach,-32.88975,27.44502,Daily Dispatch (South Africa,"Protests in Breidbach continued, closing at least two routes to East London. Protesters burnt tyres, trees and poles demanding that a new project steering committee be appointed. ",0
9240,2017-05-31,Riots/Protests,Rioters (South Africa),,Rioters,Police Forces of South Africa (1994-),,Government or mutinous force,Military versus rioters,South Africa,Chesterville,-29.851440000000004,30.944409999999998,The Mercury (South Africa),"In Chesterville, burning tyres were dragged into the busy intersection of Booth and Spine Roads. Police fired stun grenades and rubber bullets to disperse crowds so they could clear the road.",0
9241,2017-05-31,Riots/Protests,Protesters (South Africa),Taxi Drivers (South Africa),Protesters,,,NA,Sole protester action,South Africa,Durban,-29.8579,31.0292,News24,Minibus taxi operators in Durban and surrounding areas have blocked the roads in protest in the Durban CBD.,0
9242,2017-05-31,Riots/Protests,Rioters (South Africa),Students (South Africa),Rioters,,,NA,Sole rioter action,South Africa,East London,-33.01529,27.911620000000003,Daily Dispatch (South Africa,There were reports of traffic being obstructed in some parts of East London as the students protested and burned trash.,0
9243,2017-05-31,Riots/Protests,Protesters (South Africa),Taxi Drivers (South Africa),Protesters,,,NA,Sole protester action,South Africa,Isipingo,-29.986390000000004,30.91853,News24,"Minibus taxi operators in Durban have blocked roads in protest ahead of their protest to Toyota in Prospection, Isipingo ",0
9244,2017-05-31,Riots/Protests,Protesters (South Africa),,Protesters,,,NA,Sole protester action,South Africa,Springs,-26.25,28.4,Sowetan (South Africa),"The Yende family and community members went to a electricity substation to picket ""peacefully"" to get Eskom to tell them what exactly happened to the slain employee Thembisile Yende.",0
9245,2017-05-31,Riots/Protests,Protesters (South Africa),Taxi Drivers (South Africa),Protesters,,,NA,Sole protester action,South Africa,Umlazi,-29.96667,30.883329999999997,News24,Minibus taxi operators in Durban and surrounding areas have blocked roads in protest in Umlazi.,0
9246,2017-06-01,Riots/Protests,Rioters (South Africa),Students (South Africa),Rioters,,,NA,Sole rioter action,South Africa,East London,-33.01529,27.911620000000003,Daily Dispatch (South Africa,There were reports of traffic being obstructed in some parts of East London as the students protested and burned trash.,0
9247,2017-06-01,Riots/Protests,Rioters (South Africa),,Rioters,,,NA,Sole rioter action,South Africa,Schweizer-Reineke,-27.183329999999998,25.33333,News24,"A municipal building and library were torched in Schweizer-Reneke, North West when residents protested the replacement of the acting municipal manager.",0
9248,2017-06-01,Riots/Protests,Rioters (South Africa),,Rioters,Police Forces of South Africa (1994-),,Government or mutinous force,Military versus rioters,South Africa,Sobantu,-29.6,30.433329999999998,The Witness,"Residents in Sobantu, Pietermaritzburg, took to the streets last week to protest against 40% deductions on prepaid electricity. Roads were barricaded with burning tyres and tree branches. Police used stun grenades and rubber bullets to disperse the crowd.",0
9249,2017-06-02,Riots/Protests,Rioters (South Africa),,Rioters,,,NA,Sole rioter action,South Africa,Cato Manor,-29.8607,30.9458,Daily News (South Africa),"Protesters demanding land closed off part of Vusi Mzimele (Bellair) Road in Cato Manor by barricading it with burning tyres, broken bottles and uprooted trees.",0
9250,2017-06-02,Riots/Protests,Protesters (South Africa),,Protesters,,,NA,Sole protester action,South Africa,Mdantsane,-32.94611,27.72792,African News Agency,Mdantsane residents in East London protested and blocked a road after discovering the bodies of two women in the area.,0
9251,2017-06-02,Riots/Protests,Protesters (South Africa),,Protesters,,,NA,Sole protester action,South Africa,Hekpoort,-25.88224,27.616540000000004,GroundUp,"About 3500 residents from Schaumberg informal settlement near Hekpoort in the North West marched to demand services  especially water, but also sanitation and refuse removal.",0
9252,2017-06-02,Riots/Protests,Rioters (South Africa),,Rioters,Police Forces of South Africa (1994-),,Government or mutinous force,Military versus rioters,South Africa,Newtown,-26.20212,28.031270000000003,GroundUp,"After a series of evictions, residents staged a protest. Rubber bullets were fired at them. A man whose car was stoned crashed into another vehicle.",0
9253,2017-06-03,Riots/Protests,Protesters (South Africa),EFF: Economic Freedom Fighters,Protesters,,,NA,Sole protester action,South Africa,Port Elizabeth,-33.91799,25.57007,ENCA,A group of Port Elizabeth EFF members staged an unusual protest at a Shoprite store.,0
9254,2017-06-04,Riots/Protests,Protesters (South Africa),COSATU: Congress of South African Trade Unions,Protesters,,,NA,Sole protester action,South Africa,Cape Town,-33.92528,18.42389,GroundUp,Over 200 people led by the Congress of South African Trade Unions (COSATU) marched in Cape Town on Sunday to demand an end to violence against women and children,0
9255,2017-06-05,Riots/Protests,Rioters (South Africa),,Rioters,,,NA,Sole rioter action,South Africa,isipingo,-29.986390000000004,30.91853,News24,"Around 100 protesters blockaded the M35 road, burning tyres and throwing stones at passing vehicles.",0
9256,2017-06-05,Violence against civilians,Vigilante Militia (South Africa),,Ethnic militia,Civilians (South Africa),,Civilians,Communal militia versus civilians,South Africa,Mdantsane,-32.94611,27.72792,Daily Dispatch (South Africa),A man believed to be the murderer and rapist responsible for two bodies found is fighting for his life after he was stoned and beaten by angry NU2 residents in Mdantsane.,0
9257,2017-06-05,Riots/Protests,Rioters (South Africa),,Rioters,,,NA,Sole rioter action,South Africa,Roodepoort,-26.1625,27.8725,News24,Passing vehicles were being pelted with rocks and a truck was torched in Roodepoort as protests took place.,0
9258,2017-06-06,Riots/Protests,Protesters (South Africa),Police Union of South Africa,Protesters,,,NA,Sole protester action,South Africa,Cape Town,-33.92528,18.42389,GroundUp,"About 40 police call centre agents demonstrated outside the Western Cape Police offices in Alfred Street, Cape Town, demanding a salary increase and better working conditions.",0
9259,2017-06-06,Riots/Protests,Protesters (South Africa),IL: Ilitha Labantu ,Protesters,,,NA,Sole protester action,South Africa,Gugulethu,-33.98333,18.566670000000002,Cape Times (South Africa),Gugulethu residents staged a protest with civil society following the rise in violence against women and children. The Non-profit organisation (NPO) Ilitha Labantu led the protest.,0
9260,2017-06-06,Riots/Protests,Rioters (South Africa),,Rioters,,,NA,Sole rioter action,South Africa,Motherwell,-33.804,25.58,GroundUp,"At least five vehicles were damaged  two of them petrol-bombed  when land occupiers in Motherwell, Port Elizabeth, were served a High Court order to vacate the land in 48 hours.",0
9261,2017-06-06,Riots/Protests,Protesters (South Africa),,Protesters,,,NA,Sole protester action,South Africa,Patensie,-33.76007,24.81383,The Herald (South Africa),Patensie residents marched to the town's magistrate's court where two murder suspects were appearing for bail hearings in two separate incidents.,0
9262,2017-06-06,Riots/Protests,Protesters (South Africa),SAFTU: South African Federation of Trade Unions,Protesters,,,NA,Sole protester action,South Africa,Pretoria,-25.74486,28.187829999999998,Cape Argus (South Africa),"A group of 10111 emergency call centre workers brought traffic to a standstill in Pretoria central as they demanded better salaries and improved working conditions. The South African Federation of Trade Unions, led by general-secretary Zwelinzima Vavi, also joined the protest.",0
